scale,mean_ns,std_ns,sem_ns,ci_95_ns,p95_ns,p99_ns,min_ns,max_ns,repeats
1000,9082.636499999999,404.7713049581207,73.9007914521218,144.84555124615872,9618.5265,9710.0842,8576.055,9727.055,30
10000,12235.829166666666,313.6552336702904,57.26534892025731,112.24008388370433,12844.6285,12989.138050000001,11964.115,13021.315,30
50000,14667.63,1401.6742661779583,255.90953795338942,501.58269438864323,17656.390750000002,19302.747950000004,13811.115,19968.63,30
100000,16927.51883333333,2240.3611588288863,409.0321145496651,801.7029445173436,21381.90625,21596.87525,14759.155,21655.68,30
200000,15959.014,826.6543976396039,150.9257536160188,295.8144770873968,17686.776749999997,18639.76655,15220.14,18914.05,30
